Detailed Item ID  ↓,,Item Name,Item ID,Detailed Item Name,Organisation Capability,Organisation: Organisation Name,Organisation: Organisation ID,Capability Type,Validation Date,Organisation: Billing Street,Organisation: Billing City,Organisation: Billing State/Province,Organisation: Billing Zip/Postal Code,Sector Mapping ID,Sector Name,Formatted_Address,Latitude,Longitude,Geocoding_Service,Geocoding_Status
,,filters,ITM-009395,Filter Presses (for hydromet residues),OC-018194,,001On00000OCss7,Supplier,1/07/2025,"Level 1, 40 Oxley Street,",St Leonards,NSW,2065,,,"Level 1, 40 Oxley Street, St Leonards, NSW, 2065",46.23323367727273,-60.091236995454544,photon,success
Subtotal,Count,4,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000525,,clarifier,ITM-004221,Thickeners and Clarifiers,OC-018187,,001On00000OCsrh,Supplier,1/07/2025,"Level 2, 1110 Hay Street,",West Perth,WA,6005,SM-000510,Critical Minerals,"Level 2, 1110 Hay Street, West Perth, WA, 6005",-31.9511974,115.8429926,photon,success
,,clarifier,ITM-004221,Thickeners and Clarifiers,OC-018189,,001On00000OCsrp,Supplier,1/07/2025,"67 Randle Rd,",Pinkenba,QLD,4008,,,"67 Randle Rd, Pinkenba, QLD, 4008",-27.4206576,153.1195491,photon,success
,,clarifier,ITM-004221,Thickeners and Clarifiers,OC-018188,,001On00000OCss2,Supplier,1/07/2025,"27 Kalinya Close,",Cameron Park,NSW,2285,,,"27 Kalinya Close, Cameron Park, NSW, 2285",-32.8941022,151.6003646,nominatim,success
,,clarifier,ITM-004221,Thickeners and Clarifiers,OC-018190,,001On00000OCss4,Supplier,1/07/2025,"Level 29, 2 Chifley Square,",Sydney,NSW,2000,,,"Level 29, 2 Chifley Square, Sydney, NSW, 2000",,,,failed
Subtotal,Count,4,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000524,,hydraulics - pumps,ITM-001591,Slurry Pumps (e.g. Warman-type),OC-018186,,0019s000006pATp,Supplier,1/07/2025,"13 Hawkins Cresent,",Bundama,QLD,4304,SM-000509,Critical Minerals,"13 Hawkins Cresent, Bundama, QLD, 4304",,,,failed
,,hydraulics - pumps,ITM-001591,Slurry Pumps (e.g. Warman-type),OC-018182,,001On00000JfSrF,Manufacturer,1/07/2025,10-14  Shipwright Road,Largs North,SA,5016,,,"10-14  Shipwright Road, Largs North, SA, 5016",-34.8189884,138.5083588,nominatim,success
,,hydraulics - pumps,ITM-001591,Slurry Pumps (e.g. Warman-type),OC-018184,,001On00000OCsrh,Supplier,1/07/2025,"Level 2, 1110 Hay Street,",West Perth,WA,6005,,,"Level 2, 1110 Hay Street, West Perth, WA, 6005",-31.9511974,115.8429926,photon,success
,,hydraulics - pumps,ITM-001591,Slurry Pumps (e.g. Warman-type),OC-018183,,001On00000OCsri,Manufacturer,1/07/2025,"1 Marden Street,",Artarmon,NSW,2064,,,"1 Marden Street, Artarmon, NSW, 2064",-33.8136946,151.1794514,nominatim,success
,,hydraulics - pumps,ITM-001591,Slurry Pumps (e.g. Warman-type),OC-018185,,001On00000OCss2,Supplier,1/07/2025,"27 Kalinya Close,",Cameron Park,NSW,2285,,,"27 Kalinya Close, Cameron Park, NSW, 2285",-32.8941022,151.6003646,nominatim,success
Subtotal,Count,5,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000523,,filters,ITM-009395,Disc or Pressure Filters,OC-018174,,001On00000Im8Vm,Supplier,1/07/2025,"Level 26, 44 Market Street,",Sydney,NSW,2000,SM-000507,Critical Minerals,"Level 26, 44 Market Street, Sydney, NSW, 2000",,,,failed
,,filters,ITM-009395,Disc or Pressure Filters,OC-018168,,001On00000OCsrh,Supplier,1/07/2025,"Level 2, 1110 Hay Street,",West Perth,WA,6005,,,"Level 2, 1110 Hay Street, West Perth, WA, 6005",-31.9511974,115.8429926,photon,success
,,filters,ITM-009395,Disc or Pressure Filters,OC-018173,,001On00000OCsrp,Supplier,1/07/2025,"67 Randle Rd,",Pinkenba,QLD,4008,,,"67 Randle Rd, Pinkenba, QLD, 4008",-27.4206576,153.1195491,photon,success
,,filters,ITM-009395,Disc or Pressure Filters,OC-018169,,001On00000OCsry,Supplier,1/07/2025,"7 Dougall Street,",Byford,WA,6122,,,"7 Dougall Street, Byford, WA, 6122",-32.2277677,116.0101874,nominatim,success
,,filters,ITM-009395,Disc or Pressure Filters,OC-018170,,001On00000OCsrz,Supplier,1/07/2025,"37 Colemans Rd,",Carrum Downs,VIC,3201,,,"37 Colemans Rd, Carrum Downs, VIC, 3201",-38.0919024,145.166053,nominatim,success
,,filters,ITM-009395,Disc or Pressure Filters,OC-018171,,001On00000OCss0,Supplier,1/07/2025,"63-65 Maffra Street,",Coolaroo,VIC,3048,,,"63-65 Maffra Street, Coolaroo, VIC, 3048",-37.6592264,144.9400834,nominatim,success
,,filters,ITM-009395,Disc or Pressure Filters,OC-018172,,001On00000OCss1,Supplier,1/07/2025,"24 Smallwood Street,",Underwood,QLD,4119,,,"24 Smallwood Street, Underwood, QLD, 4119",-27.6076553,153.1131931,nominatim,success
,,filters,ITM-009395,Disc or Pressure Filters,OC-018175,,001On00000OCss2,Supplier,1/07/2025,"27 Kalinya Close,",Cameron Park,NSW,2285,,,"27 Kalinya Close, Cameron Park, NSW, 2285",-32.8941022,151.6003646,nominatim,success
Subtotal,Count,8,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000522,,filter - screen,ITM-003566,Ceramic Filters,OC-018165,,001On00000OCsrh,Supplier,1/07/2025,"Level 2, 1110 Hay Street,",West Perth,WA,6005,SM-000506,Critical Minerals,"Level 2, 1110 Hay Street, West Perth, WA, 6005",-31.9511974,115.8429926,photon,success
,,filter - screen,ITM-003566,Ceramic Filters,OC-018164,,001On00000OCsrv,Supplier,1/07/2025,"51 Union Road,",Carmel,WA,6076,,,"51 Union Road, Carmel, WA, 6076",-32.0210962,116.1001776,nominatim,success
,,filter - screen,ITM-003566,Ceramic Filters,OC-018166,,001On00000OCsrw,Supplier,1/07/2025,"98-102 Wetherill Street North,",Silverwater,NSW,2128,,,"98-102 Wetherill Street North, Silverwater, NSW, 2128",-33.8375376,151.0495793,nominatim,success
,,filter - screen,ITM-003566,Ceramic Filters,OC-018167,,001On00000OCsrx,Supplier,1/07/2025,"849 Wellington Street,",West Perth,WA,6005,,,"849 Wellington Street, West Perth, WA, 6005",-31.94571,115.8409479,nominatim,success
Subtotal,Count,4,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000521,,milling equipment,ITM-009354,SAG/Ball Mills,OC-011018,,001On00000AltjY,Manufacturer,1/07/2025,3 Alice Street,BASSENDEAN,WA,6054,SM-000501,Critical Minerals,"3 Alice Street, BASSENDEAN, WA, 6054",-31.9080357,115.931174,nominatim,success
,,milling equipment,ITM-009354,SAG/Ball Mills,OC-018149,,001On00000OCsrh,Supplier,1/07/2025,"Level 2, 1110 Hay Street,",West Perth,WA,6005,,,"Level 2, 1110 Hay Street, West Perth, WA, 6005",-31.9511974,115.8429926,photon,success
,,milling equipment,ITM-009354,SAG/Ball Mills,OC-018150,,001On00000OCsro,Supplier,1/07/2025,"Suite 201, Level 2, Small Tower, 63 Parramatta Rd,",Silverwater,NSW,2128,,,"Suite 201, Level 2, Small Tower, 63 Parramatta Rd, Silverwater, NSW, 2128",,,,failed
,,milling equipment,ITM-009354,SAG/Ball Mills,OC-018151,,001On00000OCsrp,Supplier,1/07/2025,"67 Randle Rd,",Pinkenba,QLD,4008,,,"67 Randle Rd, Pinkenba, QLD, 4008",-27.4206576,153.1195491,photon,success
Subtotal,Count,4,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000520,,milling equipment,ITM-009354,IsaMill/Ultra-fine grinders,OC-018138,,001On00000OCsrh,Supplier,1/07/2025,"Level 2, 1110 Hay Street,",West Perth,WA,6005,SM-000498,Critical Minerals,"Level 2, 1110 Hay Street, West Perth, WA, 6005",-31.9511974,115.8429926,photon,success
,,milling equipment,ITM-009354,IsaMill/Ultra-fine grinders,OC-018136,,001On00000OCsrj,Supplier,1/07/2025,"29/180 Ann St,",Brisbane City,QLD,4000,,,"29/180 Ann St, Brisbane City, QLD, 4000",-27.4661611,153.026302,nominatim,success
,,milling equipment,ITM-009354,IsaMill/Ultra-fine grinders,OC-018137,,001On00000OCsrk,Manufacturer,1/07/2025,"11 Commercial Road,",Notting Hill,VIC,3168,,,"11 Commercial Road, Notting Hill, VIC, 3168",-37.9036355,145.1297846,nominatim,success
Subtotal,Count,3,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000519,,milling equipment,ITM-009354,High-Pressure Grinding Rolls (HPGR),OC-011010,,001On00000AltjY,Manufacturer,1/07/2025,3 Alice Street,BASSENDEAN,WA,6054,SM-000497,Critical Minerals,"3 Alice Street, BASSENDEAN, WA, 6054",-31.9080357,115.931174,nominatim,success
,,milling equipment,ITM-009354,High-Pressure Grinding Rolls (HPGR),OC-018134,,001On00000BeX5Q,Supplier,1/07/2025,"7/10 Denoci Cl,",Wetherill Park,NSW,2164,,,"7/10 Denoci Cl, Wetherill Park, NSW, 2164",-33.8398148,150.9006422,nominatim,success
,,milling equipment,ITM-009354,High-Pressure Grinding Rolls (HPGR),OC-018132,,001On00000OCsrN,Manufacturer,1/07/2025,"862 Cockburn Road,",Henderson,WA,6166,,,"862 Cockburn Road, Henderson, WA, 6166",-32.1434033,115.7684737,nominatim,success
,,milling equipment,ITM-009354,High-Pressure Grinding Rolls (HPGR),OC-018133,,001On00000OCsrh,Supplier,1/07/2025,"Level 2, 1110 Hay Street,",West Perth,WA,6005,,,"Level 2, 1110 Hay Street, West Perth, WA, 6005",-31.9511974,115.8429926,photon,success
,,milling equipment,ITM-009354,High-Pressure Grinding Rolls (HPGR),OC-018135,,001On00000OCsri,Supplier,1/07/2025,"1 Marden Street,",Artarmon,NSW,2064,,,"1 Marden Street, Artarmon, NSW, 2064",-33.8136946,151.1794514,nominatim,success
Subtotal,Count,5,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000518,,loaders - equipment,ITM-004892,"Loaders (LHDs, underground boggers)",OC-018122,,001On0000029W7i,Supplier,1/07/2025,"1608 Hume Hwy,",Campbellfield,VIC,3061,SM-000495,Critical Minerals,"1608 Hume Hwy, Campbellfield, VIC, 3061",-37.6813785,144.957575,nominatim,success
,,loaders - equipment,ITM-004892,"Loaders (LHDs, underground boggers)",OC-018123,,001On00000OCsrG,Supplier,1/07/2025,"1 Caterpillar Dr,",Tullamarine,VIC,3024,,,"1 Caterpillar Dr, Tullamarine, VIC, 3024",-37.7091386,144.8860517,nominatim,success
,,loaders - equipment,ITM-004892,"Loaders (LHDs, underground boggers)",OC-018126,,001On00000OCsrH,Supplier,1/07/2025,"Level 2, 1110 Hay Street,",West Perth,WA,6005,,,"Level 2, 1110 Hay Street, West Perth, WA, 6005",-31.9511974,115.8429926,photon,success
,,loaders - equipment,ITM-004892,"Loaders (LHDs, underground boggers)",OC-018124,,001On00000OCsrI,Supplier,1/07/2025,"1 Marden Street,",Artarmon,NSW,2064,,,"1 Marden Street, Artarmon, NSW, 2064",-33.8136946,151.1794514,nominatim,success
,,loaders - equipment,ITM-004892,"Loaders (LHDs, underground boggers)",OC-018125,,001On00000OCsrK,Supplier,1/07/2025,"11 Commercial Road,",Notting Hill,VIC,3168,,,"11 Commercial Road, Notting Hill, VIC, 3168",-37.9036355,145.1297846,nominatim,success
,,loaders - equipment,ITM-004892,"Loaders (LHDs, underground boggers)",OC-018127,,001On00000OCsrb,Supplier,1/07/2025,"19 Reid Road, ",Perth International Airport,WA,6105,,,"19 Reid Road, Perth International Airport, WA, 6105",,,,failed
,,loaders - equipment,ITM-004892,"Loaders (LHDs, underground boggers)",OC-018128,,001On00000OCsrc,Supplier,1/07/2025,"Rm 215 Coronation Drive,",Milton,QLD,4064,,,"Rm 215 Coronation Drive, Milton, QLD, 4064",,,,failed
Subtotal,Count,7,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000517,,vehicles - trucks,ITM-002280,Haul Trucks (surface and underground),OC-018120,,001On000001xA9W,Supplier,1/07/2025,"1 Dr. Willi Liebherr Drive,",Para Hills West,SA,5096,SM-000494,Critical Minerals,"1 Dr. Willi Liebherr Drive, Para Hills West, SA, 5096",,,,failed
,,vehicles - trucks,ITM-002280,Haul Trucks (surface and underground),OC-018118,,001On0000029W7i,Supplier,1/07/2025,"1608 Hume Hwy,",Campbellfield,VIC,3061,,,"1608 Hume Hwy, Campbellfield, VIC, 3061",-37.6813785,144.957575,nominatim,success
,,vehicles - trucks,ITM-002280,Haul Trucks (surface and underground),OC-018119,,001On00000OCsrG,Supplier,1/07/2025,"1 Caterpillar Dr,",Tullamarine,VIC,3024,,,"1 Caterpillar Dr, Tullamarine, VIC, 3024",-37.7091386,144.8860517,nominatim,success
,,vehicles - trucks,ITM-002280,Haul Trucks (surface and underground),OC-018115,,001On00000OCsrd,Manufacturer,1/07/2025,"100 Chisholm Crescent,",Kewdale,WA,6105,,,"100 Chisholm Crescent, Kewdale, WA, 6105",-31.9896057,115.9807914,nominatim,success
,,vehicles - trucks,ITM-002280,Haul Trucks (surface and underground),OC-018116,,001On00000OCsre,Manufacturer,1/07/2025,"17 Export Drive,",Pakenham,VIC,3810,,,"17 Export Drive, Pakenham, VIC, 3810",-38.0937053,145.481577,nominatim,success
,,vehicles - trucks,ITM-002280,Haul Trucks (surface and underground),OC-018117,,001On00000OCsrf,Manufacturer,1/07/2025,0,ACACIA RIDGE,QLD,7320,,,"0, ACACIA RIDGE, QLD, 7320",-27.5857312,153.025206,nominatim,success
,,vehicles - trucks,ITM-002280,Haul Trucks (surface and underground),OC-018121,,001On00000OCsrg,Supplier,1/07/2025,"1 Caterpillar Dr,",Tullamarine,VIC,3024,,,"1 Caterpillar Dr, Tullamarine, VIC, 3024",-37.7091386,144.8860517,nominatim,success
Subtotal,Count,7,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000516,,Rigging Equipment,ITM-008243,"Drill Rigs (production, exploration, jumbos)",OC-018102,,001On0000029W7i,Supplier,1/07/2025,"1608 Hume Hwy,",Campbellfield,VIC,3061,SM-000492,Critical Minerals,"1608 Hume Hwy, Campbellfield, VIC, 3061",-37.6813785,144.957575,nominatim,success
,,Rigging Equipment,ITM-008243,"Drill Rigs (production, exploration, jumbos)",OC-018097,,001On00000OCsrW,Manufacturer,1/07/2025,"98-102 Wetherill Street North,",Silverwater,NSW,2128,,,"98-102 Wetherill Street North, Silverwater, NSW, 2128",-33.8375376,151.0495793,nominatim,success
,,Rigging Equipment,ITM-008243,"Drill Rigs (production, exploration, jumbos)",OC-018098,,001On00000OCsrX,Manufacturer,1/07/2025,"849 Wellington Street,",West Perth,WA,6005,,,"849 Wellington Street, West Perth, WA, 6005",-31.94571,115.8409479,nominatim,success
,,Rigging Equipment,ITM-008243,"Drill Rigs (production, exploration, jumbos)",OC-018099,,001On00000OCsrY,Manufacturer,1/07/2025,"7 Dougall Street,",Byford,WA,6122,,,"7 Dougall Street, Byford, WA, 6122",-32.2277677,116.0101874,nominatim,success
,,Rigging Equipment,ITM-008243,"Drill Rigs (production, exploration, jumbos)",OC-018100,,001On00000OCsrZ,Manufacturer,1/07/2025,"37 Colemans Rd,",Carrum Downs,VIC,3201,,,"37 Colemans Rd, Carrum Downs, VIC, 3201",-38.0919024,145.166053,nominatim,success
,,Rigging Equipment,ITM-008243,"Drill Rigs (production, exploration, jumbos)",OC-018101,,001On00000OCsra,Manufacturer,1/07/2025,0,Annerly,QLD,6105,,,"0, Annerly, QLD, 6105",,,,failed
,,Rigging Equipment,ITM-008243,"Drill Rigs (production, exploration, jumbos)",OC-018103,,001On00000OCsrb,Supplier,1/07/2025,"19 Reid Road, ",Perth International Airport,WA,6105,,,"19 Reid Road, Perth International Airport, WA, 6105",,,,failed
,,Rigging Equipment,ITM-008243,"Drill Rigs (production, exploration, jumbos)",OC-018104,,001On00000OCsrc,Supplier,1/07/2025,"Rm 215 Coronation Drive,",Milton,QLD,4064,,,"Rm 215 Coronation Drive, Milton, QLD, 4064",,,,failed
Subtotal,Count,8,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000515,,conveyor system,ITM-009184,Conveyors,OC-018079,,001On00000OCsrL,Manufacturer,1/07/2025,"29 Glastonbury Ave,",Unanderra,NSW,2526,SM-000489,Critical Minerals,"29 Glastonbury Ave, Unanderra, NSW, 2526",-34.4567033,150.8586457,nominatim,success
,,conveyor system,ITM-009184,Conveyors,OC-018080,,001On00000OCsrM,Manufacturer,1/07/2025,"39 Quindus St,",Wacol,QLD,4076,,,"39 Quindus St, Wacol, QLD, 4076",-27.6059132,152.9284704,nominatim,success
,,conveyor system,ITM-009184,Conveyors,OC-018081,,001On00000OCsrN,Manufacturer,1/07/2025,"862 Cockburn Road,",Henderson,WA,6166,,,"862 Cockburn Road, Henderson, WA, 6166",-32.1434033,115.7684737,nominatim,success
,,conveyor system,ITM-009184,Conveyors,OC-018082,,001On00000OCsrO,Manufacturer,1/07/2025,"Suite 201, Level 2, Small Tower, 63 Parramatta Rd,",Silverwater,NSW,2128,,,"Suite 201, Level 2, Small Tower, 63 Parramatta Rd, Silverwater, NSW, 2128",,,,failed
Subtotal,Count,4,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000514,,carpet - nylon,ITM-001721,Synthetic Carpet,OC-010978,,0017F00001ueIvk,Manufacturer,1/06/2025,3 Meyer Road,Lonsdale,SA,5160,SM-000486,"Textiles, Clothing & Footwear","3 Meyer Road, Lonsdale, SA, 5160",-35.0996281,138.4924694,nominatim,success
,,carpet - nylon,ITM-001721,Synthetic Carpet,OC-010973,,0017F00001ueIvo,Manufacturer,1/06/2025,7 Factories Road,South Geelong,VIC,3220,,,"7 Factories Road, South Geelong, VIC, 3220",-38.1684276,144.3614114,nominatim,success
,,carpet - nylon,ITM-001721,Synthetic Carpet,OC-010974,,0017F00001ueIw3,Manufacturer,1/06/2025,34 Airds Road,Minto,NSW,2566,,,"34 Airds Road, Minto, NSW, 2566",-34.0291232,150.8397795,nominatim,success
,,carpet - nylon,ITM-001721,Synthetic Carpet,OC-018061,,001On000002JkO5,Manufacturer,1/06/2025,"10-14 Gilbertson Road, ",Laverton North,VIC,3026,,,"10-14 Gilbertson Road, Laverton North, VIC, 3026",-37.8216837,144.7915192,nominatim,success
,,carpet - nylon,ITM-001721,Synthetic Carpet,OC-018066,,001On0000074Vh8,Manufacturer,1/06/2025,7-29 Gladstone Road,Dandenong,VIC,3175,,,"7-29 Gladstone Road, Dandenong, VIC, 3175",-37.9728129,145.2045325,nominatim,success
,,carpet - nylon,ITM-001721,Synthetic Carpet,OC-018060,,001On00000JfZvU,Manufacturer,1/06/2025,"45 Brunel Rd,",Seaford,VIC,3198,,,"45 Brunel Rd, Seaford, VIC, 3198",-38.1009652,145.1450622,nominatim,success
,,carpet - nylon,ITM-001721,Synthetic Carpet,OC-018064,,001On00000JfaOT,Manufacturer,1/06/2025,"43-55 Mark Anthony Drive,",Dandenong South,VIC,3175,,,"43-55 Mark Anthony Drive, Dandenong South, VIC, 3175",-38.0339407,145.1948168,nominatim,success
,,carpet - nylon,ITM-001721,Synthetic Carpet,OC-010976,,001On00000JfaVG,Manufacturer,1/06/2025,"1/43 Industrial Ave,",Hoppers Crossing,VIC,2029,,,"1/43 Industrial Ave, Hoppers Crossing, VIC, 2029",-37.8682166,144.7323424,nominatim,success
,,carpet - nylon,ITM-001721,Synthetic Carpet,OC-018059,,001On00000OCsrF,Manufacturer,1/06/2025,0,ACACIA RIDGE,QLD,7320,,,"0, ACACIA RIDGE, QLD, 7320",-27.5857312,153.025206,nominatim,success
Subtotal,Count,9,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000513,,carpet - wool,ITM-001717,Wool Carpet,OC-010969,,0017F00001ueIvk,Manufacturer,1/06/2025,3 Meyer Road,Lonsdale,SA,5160,SM-000485,"Textiles, Clothing & Footwear","3 Meyer Road, Lonsdale, SA, 5160",-35.0996281,138.4924694,nominatim,success
,,carpet - wool,ITM-001717,Wool Carpet,OC-018053,,0017F00001ueIvo,Manufacturer,1/06/2025,7 Factories Road,South Geelong,VIC,3220,,,"7 Factories Road, South Geelong, VIC, 3220",-38.1684276,144.3614114,nominatim,success
,,carpet - wool,ITM-001717,Wool Carpet,OC-010875,,001On000002JkO5,Manufacturer,1/06/2025,"10-14 Gilbertson Road, ",Laverton North,VIC,3026,,,"10-14 Gilbertson Road, Laverton North, VIC, 3026",-37.8216837,144.7915192,nominatim,success
,,carpet - wool,ITM-001717,Wool Carpet,OC-018057,,001On0000074Vh8,Manufacturer,1/06/2025,7-29 Gladstone Road,Dandenong,VIC,3175,,,"7-29 Gladstone Road, Dandenong, VIC, 3175",-37.9728129,145.2045325,nominatim,success
,,carpet - wool,ITM-001717,Wool Carpet,OC-010873,,001On00000As8ZF,Manufacturer,1/06/2025,165–169 Lower Gibbes Street,Chatswood,NSW,2067,,,"165–169 Lower Gibbes Street, Chatswood, NSW, 2067",-33.7855311,151.1982638,nominatim,success
,,carpet - wool,ITM-001717,Wool Carpet,OC-018055,,001On00000Iq7d2,Manufacturer,1/06/2025,"14 Prince-Patrick Street,",Richmond,VIC,3121,,,"14 Prince-Patrick Street, Richmond, VIC, 3121",-37.8325528,144.9976873,nominatim,success
,,carpet - wool,ITM-001717,Wool Carpet,OC-018051,,001On00000JfZvU,Manufacturer,1/06/2025,"45 Brunel Rd,",Seaford,VIC,3198,,,"45 Brunel Rd, Seaford, VIC, 3198",-38.1009652,145.1450622,nominatim,success
,,carpet - wool,ITM-001717,Wool Carpet,OC-010877,,001On00000JfaOT,Manufacturer,1/06/2025,"43-55 Mark Anthony Drive,",Dandenong South,VIC,3175,,,"43-55 Mark Anthony Drive, Dandenong South, VIC, 3175",-38.0339407,145.1948168,nominatim,success
,,carpet - wool,ITM-001717,Wool Carpet,OC-018056,,001On00000JfaVG,Manufacturer,1/06/2025,"1/43 Industrial Ave,",Hoppers Crossing,VIC,2029,,,"1/43 Industrial Ave, Hoppers Crossing, VIC, 2029",-37.8682166,144.7323424,nominatim,success
Subtotal,Count,9,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000512,,clothing,ITM-009904,Clothing - Leisure,OC-017982,,0012t0000034LzU,Designer,1/06/2025,203/25 Gipps,Collingwood,VIC,3066,SM-000484,"Textiles, Clothing & Footwear","203/25 Gipps, Collingwood, VIC, 3066",-37.8049209,144.9914666,nominatim,success
,,clothing,ITM-009904,Clothing - Leisure,OC-010869,,0012t0000034U6X,Manufacturer,1/06/2025,12 Jamieson St,Bowen Hills,QLD,4006,,,"12 Jamieson St, Bowen Hills, QLD, 4006",-27.4472081,153.0373123,nominatim,success
,,clothing,ITM-009904,Clothing - Leisure,OC-018045,,0012t0000034U6X,Manufacturer,1/06/2025,12 Jamieson St,Bowen Hills,QLD,4006,,,"12 Jamieson St, Bowen Hills, QLD, 4006",-27.4472081,153.0373123,nominatim,success
,,clothing,ITM-009904,Clothing - Leisure,OC-010765,,0012t0000034ncj,Manufacturer,1/06/2025,32a Vestan Drive,Morwell,VIC,3840,,,"32a Vestan Drive, Morwell, VIC, 3840",-38.2345679,146.4349516,nominatim,success
,,clothing,ITM-009904,Clothing - Leisure,OC-017908,,0012t0000034ncj,Manufacturer,1/06/2025,32a Vestan Drive,Morwell,VIC,3840,,,"32a Vestan Drive, Morwell, VIC, 3840",-38.2345679,146.4349516,nominatim,success
,,clothing,ITM-009904,Clothing - Leisure,OC-010821,,0012t0000034wXN,Manufacturer,1/06/2025,5 Harker Street,Burwood,VIC,3125,,,"5 Harker Street, Burwood, VIC, 3125",-37.8536765,145.1035558,nominatim,success
,,clothing,ITM-009904,Clothing - Leisure,OC-017984,,0012t0000034wXN,Manufacturer,1/06/2025,5 Harker Street,Burwood,VIC,3125,,,"5 Harker Street, Burwood, VIC, 3125",-37.8536765,145.1035558,nominatim,success
,,clothing,ITM-009904,Clothing - Leisure,OC-010846,,0012t00000360lu,Manufacturer,1/06/2025,"Level 1, 187 Todd Road",Port Melbourne,VIC,3207,,,"Level 1, 187 Todd Road, Port Melbourne, VIC, 3207",-37.8256721,144.921852,photon,success
,,clothing,ITM-009904,Clothing - Leisure,OC-018023,,0012t00000360lu,Designer,1/06/2025,"Level 1, 187 Todd Road",Port Melbourne,VIC,3207,,,"Level 1, 187 Todd Road, Port Melbourne, VIC, 3207",-37.8256721,144.921852,photon,success
,,clothing,ITM-009904,Clothing - Leisure,OC-018021,,0012t00000360lu,Manufacturer,1/06/2025,"Level 1, 187 Todd Road",Port Melbourne,VIC,3207,,,"Level 1, 187 Todd Road, Port Melbourne, VIC, 3207",-37.8256721,144.921852,photon,success
,,clothing,ITM-009904,Clothing - Leisure,OC-010755,,0012t0000036QG3,Manufacturer,1/06/2025,"1-13 Shierlaw Avenue, Canterbury",Melbourne,VIC,3126,,,"1-13 Shierlaw Avenue, Canterbury, Melbourne, VIC, 3126",-37.8237645,145.0821029,nominatim,success
,,clothing,ITM-009904,Clothing - Leisure,OC-017891,,0012t0000036QG3,Manufacturer,1/06/2025,"1-13 Shierlaw Avenue, Canterbury",Melbourne,VIC,3126,,,"1-13 Shierlaw Avenue, Canterbury, Melbourne, VIC, 3126",-37.8237645,145.0821029,nominatim,success
,,clothing,ITM-009904,Clothing - Leisure,OC-017993,,0015K000004G2jz,Designer,1/06/2025,"Unit 2/3, 47 Wangara Road",Cheltenham,VIC,3192,,,"Unit 2/3, 47 Wangara Road, Cheltenham, VIC, 3192",-37.9697342,145.0656953,photon,success
,,clothing,ITM-009904,Clothing - Leisure,OC-017835,,0017F000023LWBx,Designer,1/06/2025,191-193 Northcorp Boulevard,Broadmeadows,VIC,3047,,,"191-193 Northcorp Boulevard, Broadmeadows, VIC, 3047",-37.6782347,144.9422242,nominatim,success
,,clothing,ITM-009904,Clothing - Leisure,OC-010840,,0017F000023LY3S,Manufacturer,1/06/2025,16-18 Ceylon st,Nunawading,VIC,3133,,,"16-18 Ceylon st, Nunawading, VIC, 3133",-37.8197906,145.1652613,nominatim,success
,,clothing,ITM-009904,Clothing - Leisure,OC-018014,,0017F000023LY3S,Manufacturer,1/06/2025,16-18 Ceylon st,Nunawading,VIC,3133,,,"16-18 Ceylon st, Nunawading, VIC, 3133",-37.8197906,145.1652613,nominatim,success
,,clothing,ITM-009904,Clothing - Leisure,OC-010734,,0017F000023Lxid,Manufacturer,1/06/2025,Factory 3,Somerville,VIC,3912,,,"Factory 3, Somerville, VIC, 3912",-38.2254039,145.1736692,photon,success
,,clothing,ITM-009904,Clothing - Leisure,OC-017861,,0017F000023Lxid,Manufacturer,1/06/2025,Factory 3,Somerville,VIC,3912,,,"Factory 3, Somerville, VIC, 3912",-38.2254039,145.1736692,photon,success
,,clothing,ITM-009904,Clothing - Leisure,OC-017947,,0019s0000045hgJ,Wholesaler,1/06/2025,171 Briens Road,Northmead,NSW,2152,,,"171 Briens Road, Northmead, NSW, 2152",-33.7966395,150.9866405,nominatim,success
,,clothing,ITM-009904,Clothing - Leisure,OC-010573,,0019s000005FD0c,Manufacturer,1/06/2025,90 Melrose Street,North Melbourne,VIC,3051,,,"90 Melrose Street, North Melbourne, VIC, 3051",-37.7920055,144.942521,nominatim,success
