Detailed Item ID  ↓,,Item Name,Item ID,Detailed Item Name,Organisation Capability,Organisation: Organisation Name,Organisation: Organisation ID,Capability Type,Validation Date,Organisation: Billing Street,Organisation: Billing City,Organisation: Billing State/Province,Organisation: Billing Zip/Postal Code,Sector Mapping ID,Sector Name
,,electrical - motor,ITM-004293,Motor,OC-015196,,0019s000007HtK2,Item Supplier,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-008525,,0019s000007KpAY,Manufacturer,1/06/2025,43-67 River Street,RICHMOND,VIC,3121,,
,,electrical - motor,ITM-004293,Motor,OC-015216,,0019s000007KpAY,Manufacturer,1/06/2025,43-67 River Street,RICHMOND,VIC,3121,,
,,electrical - motor,ITM-004293,Motor,OC-015325,,0019s000007TTp9,Service Provider,1/06/2025,43 Frankston Gardens Drive,Carrum Downs,VIC,3201,,
,,electrical - motor,ITM-004293,Motor,OC-015332,,0019s000007nxbD,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015334,,0019s000007sm2D,Wholesaler,1/06/2025,118 Burwood Hwy,Burwood,VIC,3125,,
,,electrical - motor,ITM-004293,Motor,OC-015188,,001On000001Jx2Y,Item Supplier,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015205,,001On000001MFaz,Item Supplier,1/06/2025,"14-18 Mills Street,",Cheltenham,VIC,3192,,
,,electrical - motor,ITM-004293,Motor,OC-008523,,001On000001NqOj,Manufacturer,1/06/2025,"100 Atlantic Drive,",Keysborough,VIC,3173,,
,,electrical - motor,ITM-004293,Motor,OC-015214,,001On000001NqOj,Manufacturer,1/06/2025,"100 Atlantic Drive,",Keysborough,VIC,3173,,
,,electrical - motor,ITM-004293,Motor,OC-015189,,001On000001O4TM,Item Supplier,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015187,,001On000001UnMM,Item Supplier,1/06/2025,36 Fennell St,Port Melbourne,VIC,3207,,
,,electrical - motor,ITM-004293,Motor,OC-015336,,001On000001cKA1,Wholesaler,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015197,,001On0000021P1q,Item Supplier,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015261,,001On00000241Xl,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015229,,001On000002JkO4,Retailer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015207,,001On000003gvYE,Item Supplier,1/06/2025,3 Redemptora Rd,HENDERSON,WA,6166,,
,,electrical - motor,ITM-004293,Motor,OC-015244,,001On000004Ardo,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015190,,001On000004lNQL,Item Supplier,1/06/2025,Suite 5/205-211 Forster Rd,Mount Waverley,VIC ,3149,,
,,electrical - motor,ITM-004293,Motor,OC-015282,,001On000005aM5a,Service Provider,1/06/2025,54 Duerdin St,Clayton,VIC,3168,,
,,electrical - motor,ITM-004293,Motor,OC-015255,,001On000008cBFa,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015331,,001On00000AlyNy,Service Provider,1/06/2025,23-29 Factory Road,GRANVILLE,NSW,2142,,
,,electrical - motor,ITM-004293,Motor,OC-015191,,001On00000As3BJ,Item Supplier,1/06/2025, 04-103/152 Elizabeth St,Melbourne,VIC ,3000,,
,,electrical - motor,ITM-004293,Motor,OC-008519,,001On00000As7Wf,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015210,,001On00000As7Wf,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015252,,001On00000BMHa9,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-008527,,001On00000CJjQs,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015218,,001On00000CJjQs,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-015236,,001On00000Ces2w,Service Provider,1/06/2025,C/- AUSTRALASIAN MARITIME GROUP,REDBANK,VIC,3003,,
,,electrical - motor,ITM-004293,Motor,OC-015233,,001On00000GZUf8,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,electrical - motor,ITM-004293,Motor,OC-008518,,001On00000Hn7xs,Manufacturer,1/06/2025,106 Fairbank Road,Clayton South,VIC,3169,,
,,electrical - motor,ITM-004293,Motor,OC-015209,,001On00000Hn7xs,Manufacturer,1/06/2025,106 Fairbank Road,Clayton South,VIC,3169,,
,,electrical - motor,ITM-004293,Motor,OC-015278,,001On00000Iqv6P,Service Provider,1/06/2025,379-383 Lower Dandenong Road,Dingley Village,VIC ,3172,,
,,electrical - motor,ITM-004293,Motor,OC-015286,,001On00000Jd64F,Service Provider,1/06/2025,Factory 3/7 Barry Ct, Wangaratta,VIC,3677,,
,,electrical - motor,ITM-004293,Motor,OC-015243,,001On00000JfSqh,Service Provider,1/06/2025,Level 8 1008 Hay Street,PERTH,WA,6000,,
,,electrical - motor,ITM-004293,Motor,OC-015230,,001On00000JfZkp,Service Provider,1/06/2025,32 Ebden St,Ballarat East,VIC,3350,,
,,electrical - motor,ITM-004293,Motor,OC-008534,,001On00000JfZq8,Manufacturer,1/06/2025,120 Wisemans Ferry Road,SOMERSBY,NSW,2250,,
,,electrical - motor,ITM-004293,Motor,OC-015225,,001On00000JfZq8,Manufacturer,1/06/2025,120 Wisemans Ferry Road,SOMERSBY,NSW,2250,,
,,electrical - motor,ITM-004293,Motor,OC-015246,,001On00000JfZqY,Service Provider,1/06/2025,16 Homevale Dr,Botanic Ridge,VIC ,3977,,
,,electrical - motor,ITM-004293,Motor,OC-015247,,001On00000JfZqe,Service Provider,1/06/2025,"15 -19 Grey Gum Road,",Taree,NSW,2430,,
,,electrical - motor,ITM-004293,Motor,OC-015249,,001On00000JfZqj,Service Provider,1/06/2025,Whittlesea Kinglake Road,Kinglake West,VIC ,3757,,
,,electrical - motor,ITM-004293,Motor,OC-015250,,001On00000JfZqt,Service Provider,1/06/2025,"28 Cerina Circuit,",Jimboomba,QLD,4280,,
,,electrical - motor,ITM-004293,Motor,OC-015254,,001On00000JfZrM,Service Provider,1/06/2025,37-53 Whiteside Rd,Clayton South,VIC,3169,,
,,electrical - motor,ITM-004293,Motor,OC-015329,,001On00000JfZvR,Service Provider,1/06/2025,12 Langslow St.,Castlemaine,VIC,3450,,
,,electrical - motor,ITM-004293,Motor,OC-015200,,001On00000JfZx2,Item Supplier,1/06/2025,61-67 Taras Avenue,Altona North,VIC ,3025,,
,,electrical - motor,ITM-004293,Motor,OC-015266,,001On00000JfZxl,Service Provider,1/06/2025,1/11 Pilgrim Court,Ringwood,VIC,3134,,
,,electrical - motor,ITM-004293,Motor,OC-015267,,001On00000JfZxp,Service Provider,1/06/2025,"82 Eagle Street,",Brisbane,QLD,4000,,
,,electrical - motor,ITM-004293,Motor,OC-015269,,001On00000JfZxz,Service Provider,1/06/2025,Earlwood Dr,Wheelers Hill,VIC,3150,,
,,electrical - motor,ITM-004293,Motor,OC-015270,,001On00000Jfa1H,Service Provider,1/06/2025,16 Hooper Rd,Wonga Park,VIC ,3115,,
,,electrical - motor,ITM-004293,Motor,OC-015199,,001On00000Jfa1K,Item Supplier,1/06/2025,10 Oxford Road,Laverton North,VIC ,3026,,
,,electrical - motor,ITM-004293,Motor,OC-015274,,001On00000Jfa3G,Service Provider,1/06/2025,4 Bowsprit Way,Kilcunda,VIC ,3995,,
,,electrical - motor,ITM-004293,Motor,OC-015275,,001On00000Jfa3I,Service Provider,1/06/2025,65 Canterbury Road,Montrose,VIC ,3765,,
,,electrical - motor,ITM-004293,Motor,OC-015276,,001On00000Jfa3J,Service Provider,1/06/2025,57-59 HENDERSON ROAD,Clayton North,VIC,3168,,
,,electrical - motor,ITM-004293,Motor,OC-015277,,001On00000Jfa3W,Service Provider,1/06/2025,"Level 26, 44 Market Street",Sydney,NSW,2000,,
,,electrical - motor,ITM-004293,Motor,OC-015279,,001On00000Jfa3h,Service Provider,1/06/2025,"27/ 10 Anderson Street,",Banksmeadow,NSW,2019,,
,,electrical - motor,ITM-004293,Motor,OC-015280,,001On00000Jfa40,Service Provider,1/06/2025,Moorabool St,Geelong,VIC,3220,,
,,electrical - motor,ITM-004293,Motor,OC-015281,,001On00000Jfa4K,Service Provider,1/06/2025,7 Suffolk Road,Dandenong North,VIC ,3175,,
,,electrical - motor,ITM-004293,Motor,OC-008530,,001On00000Jfa8Z,Manufacturer,1/06/2025,35-37 Nissan Drive,Dandenong South,VIC,3175,,
,,electrical - motor,ITM-004293,Motor,OC-015221,,001On00000Jfa8Z,Manufacturer,1/06/2025,35-37 Nissan Drive,Dandenong South,VIC,3175,,
,,electrical - motor,ITM-004293,Motor,OC-008517,,001On00000JfaAQ,Manufacturer,1/06/2025,12 Sabre Crescent,JANDAKOT,WA,6164,,
,,electrical - motor,ITM-004293,Motor,OC-015208,,001On00000JfaAQ,Manufacturer,1/06/2025,12 Sabre Crescent,JANDAKOT,WA,6164,,
,,electrical - motor,ITM-004293,Motor,OC-015288,,001On00000JfaEh,Service Provider,1/06/2025,"20 Burlington Street,",Oakleigh,VIC,3166,,
,,electrical - motor,ITM-004293,Motor,OC-008532,,001On00000JfaFL,Manufacturer,1/06/2025,"645-651 German Church Road,",Redland Bay,QLD,4165,,
,,electrical - motor,ITM-004293,Motor,OC-015223,,001On00000JfaFL,Manufacturer,1/06/2025,"645-651 German Church Road,",Redland Bay,QLD,4165,,
,,electrical - motor,ITM-004293,Motor,OC-015290,,001On00000JfaFM,Service Provider,1/06/2025,"14 Sigma Drive,",Croydon South,VIC,3136,,
,,electrical - motor,ITM-004293,Motor,OC-015204,,001On00000JfaFP,Item Supplier,1/06/2025,"2-6 Huntsmore Road,",Minto,NSW,2567,,
,,electrical - motor,ITM-004293,Motor,OC-015292,,001On00000JfaFc,Service Provider,1/06/2025,"379 Somerville Road,",West Footscray,VIC,3012,,
,,electrical - motor,ITM-004293,Motor,OC-015293,,001On00000JfaFh,Service Provider,1/06/2025,"Unit 5, 333 Canterbury Road,",Canterbury,VIC,3126,,
,,electrical - motor,ITM-004293,Motor,OC-015295,,001On00000JfaGM,Service Provider,1/06/2025,"90-92 Boundary Road,",Sunshine West,0,3020,,
,,electrical - motor,ITM-004293,Motor,OC-015298,,001On00000JfaGk,Service Provider,1/06/2025,"4 Huntsmore Road, ",Minto,NSW,2566,,
,,electrical - motor,ITM-004293,Motor,OC-015182,,001On00000JfaKS,Item Supplier,1/06/2025,"1, 46 Mullingar Way",LANDSDALE,WA,6065,,
,,electrical - motor,ITM-004293,Motor,OC-015304,,001On00000JfaNQ,Service Provider,1/06/2025,"Bayside Industrial Coating, 5 Cashmore Rd",Portland,VIC ,3305,,
,,electrical - motor,ITM-004293,Motor,OC-015306,,001On00000JfaNc,Service Provider,1/06/2025,"115 Beaconsfield Street,",Silverwater,NSW,2141,,
,,electrical - motor,ITM-004293,Motor,OC-015309,,001On00000JfaOd,Service Provider,1/06/2025,"35 Redfern Drive,",Pambula,NSW,2549,,
,,electrical - motor,ITM-004293,Motor,OC-015308,,001On00000JfaOd,Service Provider,1/06/2025,"35 Redfern Drive,",Pambula,NSW,2549,,
,,electrical - motor,ITM-004293,Motor,OC-015305,,001On00000JfaOs,Service Provider,1/06/2025,"42 Punari Street,",Currajong,QLD,4812,,
,,electrical - motor,ITM-004293,Motor,OC-015312,,001On00000JfaT5,Service Provider,1/06/2025,8 Millard St,Templestowe Lower,VIC,3107,,
,,electrical - motor,ITM-004293,Motor,OC-015313,,001On00000JfaTj,Service Provider,1/06/2025,U 4 3-11 COOLSTORE RD,Croydon,VIC,3136,,
,,electrical - motor,ITM-004293,Motor,OC-015314,,001On00000JfaTv,Service Provider,1/06/2025,9 Bianca Dr,Aspendale Gardens,VIC ,3195,,
,,electrical - motor,ITM-004293,Motor,OC-015316,,001On00000JfaU1,Service Provider,1/06/2025,Unit 3 13a Elite Way,Carrum Downs,VIC ,3201,,
,,electrical - motor,ITM-004293,Motor,OC-015318,,001On00000JfaUT,Service Provider,1/06/2025,Factory 1/84 Hallam South Road,Hallam,VIC,3803,,
,,electrical - motor,ITM-004293,Motor,OC-015319,,001On00000JfaYa,Service Provider,1/06/2025,516 High Street,Preston,VIC,3072,,
,,electrical - motor,ITM-004293,Motor,OC-015198,,001On00000JfaYg,Item Supplier,1/06/2025,"3/41-43 Allied Dr,",Tullamarine,VIC,3043,,
,,electrical - motor,ITM-004293,Motor,OC-015320,,001On00000JfaYs,Service Provider,1/06/2025,0,Bonbeach,VIC ,3196,,
,,electrical - motor,ITM-004293,Motor,OC-015322,,001On00000JfaZU,Service Provider,1/06/2025,Factory 1/5 Olive Gr,Keysborough,VIC,3173,,
,,electrical - motor,ITM-004293,Motor,OC-015324,,001On00000JfaZs,Service Provider,1/06/2025,"Level 2, Mechincal Engineering Building J07,",Camperdown,NSW,2006,,
,,electrical - motor,ITM-004293,Motor,OC-015195,,001On00000Jfaew,Item Supplier,1/06/2025,"10 Access Avenue,",Yatala,QLD,4207,,
,,electrical - motor,ITM-004293,Motor,OC-015181,,001On00000JfafT,Assembler,1/06/2025,7 Apoinga Street,Dandenong South,VIC,3175,,
,,electrical - motor,ITM-004293,Motor,OC-015212,,001On00000OCsdr,Manufacturer,1/06/2025,6/5 Vuko Place,WARRIEWOOD,NSW,2102,,
,,electrical - motor,ITM-004293,Motor,OC-015192,,001On00000OCsem,Item Supplier,1/06/2025,"1/59-61 Burrows Road,",Alexandria,NSW,2015,,
,,electrical - motor,ITM-004293,Motor,OC-015215,,001On00000OCseq,Manufacturer,1/06/2025,20 Noel Rodgers Place,PALMERSTON NORTH,NI,4414,,
,,electrical - motor,ITM-004293,Motor,OC-015240,,001On00000OCsiN,Service Provider,1/06/2025,88 Hanson Road,Gladstone Central,QLD,4680,,
,,electrical - motor,ITM-004293,Motor,OC-015194,,001On00000OCsiO,Item Supplier,1/06/2025,20-24 Licola Crescent,Dandenong South,VIC,3175,,
,,electrical - motor,ITM-004293,Motor,OC-015231,,001On00000OCsiP,Service Provider,1/06/2025,"Unit 7, 31 Jessop Crescent",BERRIMAH,NT,828,,
,,electrical - motor,ITM-004293,Motor,OC-015217,,001On00000OCsiS,Manufacturer,1/06/2025,35 - 37 Maxwell Road,POORAKA,SA,5095,,
,,electrical - motor,ITM-004293,Motor,OC-015238,,001On00000OCsiU,Service Provider,1/06/2025,"Unit 18, 26 Park Road",Mulgrave,NSW,2756,,
,,electrical - motor,ITM-004293,Motor,OC-015256,,001On00000OCsiY,Service Provider,1/06/2025,1/993 South Pine Road,Everton Hills,QLD,4053,,
,,electrical - motor,ITM-004293,Motor,OC-015257,,001On00000OCsiZ,Service Provider,1/06/2025,1 Rowe St,Freshwater ,NSW,2096,,
,,electrical - motor,ITM-004293,Motor,OC-015258,,001On00000OCsia,Service Provider,1/06/2025,12 Gravel Pit Road,DARRA,QLD,4076,,
,,electrical - motor,ITM-004293,Motor,OC-015259,,001On00000OCsib,Service Provider,1/06/2025,"Factory 31/ 31-39 Norcal Road,",Nunawading,VIC,3131,,
,,electrical - motor,ITM-004293,Motor,OC-015260,,001On00000OCsic,Service Provider,1/06/2025,1 Wicket Rd,Clyde,VIC ,3978,,
,,electrical - motor,ITM-004293,Motor,OC-015262,,001On00000OCsie,Service Provider,1/06/2025,"7 Dulwich Street,",Loganholme,QLD,4129,,
,,electrical - motor,ITM-004293,Motor,OC-015330,,001On00000OCsif,Service Provider,1/06/2025,The Crescent,Mildura,VIC,3500,,
,,electrical - motor,ITM-004293,Motor,OC-015263,,001On00000OCsig,Service Provider,1/06/2025,"Unit 18, 40 Ricketts Rd",MOUNT WAVERLEY,VIC,3149,,
,,electrical - motor,ITM-004293,Motor,OC-015264,,001On00000OCsih,Service Provider,1/06/2025,"Unit  19a, 75 Lorimer Street",DOCKLANDS,VIC,3008,,
,,electrical - motor,ITM-004293,Motor,OC-015265,,001On00000OCsii,Service Provider,1/06/2025,62 ASHFORD AVE,MILPERRA,nsw,2214,,
,,electrical - motor,ITM-004293,Motor,OC-015271,,001On00000OCsij,Service Provider,1/06/2025,WAREHOUSE 2 1 Capital Place,Carrum Downs,VIC,3201,,
,,electrical - motor,ITM-004293,Motor,OC-015273,,001On00000OCsik,Service Provider,1/06/2025,158 Coonawarra Road,WINNELLIE,NT,821,,
,,electrical - motor,ITM-004293,Motor,OC-015283,,001On00000OCsil,Service Provider,1/06/2025,6 Parkland Road,Osborne Park ,WA,6017,,
,,electrical - motor,ITM-004293,Motor,OC-015284,,001On00000OCsim,Service Provider,1/06/2025,"Unit 5, 7 Fannie Bay Place",Fannie Bay,NT,820,,
,,electrical - motor,ITM-004293,Motor,OC-015287,,001On00000OCsin,Service Provider,1/06/2025,88 Hanson Road,Gladstone Central,QLD,4680,,
,,electrical - motor,ITM-004293,Motor,OC-015242,,001On00000OCsip,Service Provider,1/06/2025,"Unit 7, 31 Jessop Crescent",BERRIMAH,NT,828,,
,,electrical - motor,ITM-004293,Motor,OC-015289,,001On00000OCsir,Service Provider,1/06/2025,12 Woodlands Avenue,Sassfras,VIC,3787,,
,,electrical - motor,ITM-004293,Motor,OC-015294,,001On00000OCsis,Service Provider,1/06/2025,35 - 37 Maxwell Road,POORAKA,SA,5095,,
,,electrical - motor,ITM-004293,Motor,OC-015296,,001On00000OCsit,Service Provider,1/06/2025,24-26 Rendle Street,AITKENVALE,QLD,4814,,
,,electrical - motor,ITM-004293,Motor,OC-015297,,001On00000OCsiu,Service Provider,1/06/2025,"Unit 18, 26 Park Road",Mulgrave,NSW,2756,,
,,electrical - motor,ITM-004293,Motor,OC-015301,,001On00000OCsiv,Service Provider,1/06/2025,82 Warren Road,Narromine,NSW,2821,,
,,electrical - motor,ITM-004293,Motor,OC-015333,,001On00000OCsiw,Service Provider,1/06/2025,3 Clearwater Vista Narre,Warren North,VIC,3804,,
,,electrical - motor,ITM-004293,Motor,OC-015303,,001On00000OCsix,Service Provider,1/06/2025,5 Railway Ave,Bright,VIC ,3741,,
,,electrical - motor,ITM-004293,Motor,OC-015315,,001On00000OCsj3,Service Provider,1/06/2025,1585 Dandenong Hastings Rd,Langwarrin,VIC,3910,,
,,electrical - motor,ITM-004293,Motor,OC-015253,,001On00000OCsj4,Service Provider,1/06/2025,13 Lee Ann Crescent,Croydon,VIC,3136,,
,,electrical - motor,ITM-004293,Motor,OC-015321,,001On00000OCsj6,Service Provider,1/06/2025,31 Optic Way, Carrum Downs ,VIC ,3201,,
,,electrical - motor,ITM-004293,Motor,OC-015323,,001On00000OCsj7,Service Provider,1/06/2025,3 Perkin Court,Dandenong,VIC ,3175,,
,,electrical - motor,ITM-004293,Motor,OC-015326,,001On00000OCsj8,Service Provider,1/06/2025,M27/2 Cowpasture Pl,Wetherill Park,NSW,2164,,
,,electrical - motor,ITM-004293,Motor,OC-015219,,001On00000OCsj9,Manufacturer,1/06/2025,8-10 Bray Avenue,TORRENSVILLE,SA,5031,,
,,electrical - motor,ITM-004293,Motor,OC-015237,,001On00000OCsjA,Service Provider,1/06/2025,15/9 Mirra Crt,Bundoora,VIC,3083,,
,,electrical - motor,ITM-004293,Motor,OC-015328,,001On00000OCsjB,Service Provider,1/06/2025,21/1488 Ferntree Gully Rd,Knoxfield,VIC,3180,,
,,electrical - motor,ITM-004293,Motor,OC-015203,,001On00000OCsjH,Item Supplier,1/06/2025,10 Watervale Drive,Green Fields,SA,5107,,
,,electrical - motor,ITM-004293,Motor,OC-015226,,001On00000OCsjN,Manufacturer,1/06/2025,Unit unit 2,Brendale,QLD,4500,,
,,electrical - motor,ITM-004293,Motor,OC-015213,,001On00000OCsjO,Manufacturer,1/06/2025,12 McKechnie Drive,Eight Mile Plains,QLD,4113,,
,,electrical - motor,ITM-004293,Motor,OC-015224,,001On00000OCsjQ,Manufacturer,1/06/2025,11 Parkside Drive,CONDON,QLD,4815,,
,,electrical - motor,ITM-004293,Motor,OC-015220,,001On00000OCsjR,Manufacturer,1/06/2025,23 Power Rd,BAYSWATER,VIC,3153,,
,,electrical - motor,ITM-004293,Motor,OC-015202,,001On00000OCsjX,Item Supplier,1/06/2025,10 Williams Circuit,Pooraka,SA,5095,,
,,electrical - motor,ITM-004293,Motor,OC-015186,,001On00000OCsjY,Item Supplier,1/06/2025,420 Bilsen Road,GEEBUNG,QLD,4034,,
,,electrical - motor,ITM-004293,Motor,OC-015232,,001On00000OCsjd,Service Provider,1/06/2025,"Unit 2, 67 Export Drive",East Arm,NT,822,,
,,electrical - motor,ITM-004293,Motor,OC-015235,,001On00000OCsje,Service Provider,1/06/2025,11 Cousin Street,Winnellie,NT,820,,
,,electrical - motor,ITM-004293,Motor,OC-015234,,001On00000OCsjf,Service Provider,1/06/2025,62 Industrial Drive,North Boambee Valley,NSW,2450,,
,,electrical - motor,ITM-004293,Motor,OC-015211,,001On00000OCsji,Manufacturer,1/06/2025,1-7 REDWOOD DRIVE,DINGLEY,VIC,3172,,
,,electrical - motor,ITM-004293,Motor,OC-015228,,001On00000OCsjj,Manufacturer,1/06/2025,19 Simpson Street,Moorabbin East,VIC,3093,,
,,electrical - motor,ITM-004293,Motor,OC-015201,,001On00000OCsk5,Item Supplier,1/06/2025,11 Coliban Gardens,Caroline Springs,VIC,3023,,
,,electrical - motor,ITM-004293,Motor,OC-015206,,001On00000OCsk8,Item Supplier,1/06/2025,33/45 Powers Road,SEVEN HILLS,NSW,2147,,
Subtotal,Count,167,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000476,,mechanical - heater,ITM-009927,Heater,OC-015151,,0012t000002XWuU,Service Provider,1/06/2025,7 Mint St,Wodonga,VIC,3690,SM-000446,HVAC
,,mechanical - heater,ITM-009927,Heater,OC-015168,,0015K0000044tU7,Service Provider,1/06/2025,92 Archies Creek Road,Archies Creek,VIC,3995,,
,,mechanical - heater,ITM-009927,Heater,OC-015026,,0015K0000045e1L,Item Supplier,1/06/2025,465 Auburn Road,Hawthorn East,VIC,3123,,
,,mechanical - heater,ITM-009927,Heater,OC-015015,,0015K0000045izn,Item Supplier,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,mechanical - heater,ITM-009927,Heater,OC-015126,,0015K000004DKeU,Service Provider,1/06/2025,76 Heathcote Road,Moorebank,New South Wales,2170,,
,,mechanical - heater,ITM-009927,Heater,OC-015086,,0015K000004DpOu,Service Provider,1/06/2025,Abbott Road,Hallam,VIC,3803,,
,,mechanical - heater,ITM-009927,Heater,OC-015132,,0015K000004P53J,Service Provider,1/06/2025,"Cnr Strickland Rd &, Beischer St",East Bendigo,VIC,3550,,
,,mechanical - heater,ITM-009927,Heater,OC-015178,,0015K000004Ry3H,Wholesaler,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,mechanical - heater,ITM-009927,Heater,OC-015140,,0015K000004SS0b,Service Provider,1/06/2025,14 Trade Place,Vermont,VIC,3133,,
,,mechanical - heater,ITM-009927,Heater,OC-015081,,0015K000004cgLM,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,mechanical - heater,ITM-009927,Heater,OC-015078,,0015K000004frvl,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,mechanical - heater,ITM-009927,Heater,OC-015017,,0015K000004gFg5,Item Supplier,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,mechanical - heater,ITM-009927,Heater,OC-008461,,0017F00001ueJPl,Manufacturer,1/06/2025,170 Colchester Road,Bayswater,VIC,3153,,
,,mechanical - heater,ITM-009927,Heater,OC-015044,,0017F00001ueJPl,Manufacturer,1/06/2025,170 Colchester Road,Bayswater,VIC,3153,,
,,mechanical - heater,ITM-009927,Heater,OC-015092,,0019s000002QxIK,Service Provider,1/06/2025,Factory 1 210-218 Boundary Road,Braeside,VIC,3195,,
,,mechanical - heater,ITM-009927,Heater,OC-008463,,0019s000003nXlC,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,mechanical - heater,ITM-009927,Heater,OC-015046,,0019s000003nXlC,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,mechanical - heater,ITM-009927,Heater,OC-015148,,0019s00000417qv,Service Provider,1/06/2025,32 Fiveways Blvd,Keysborough,VIC,3173,,
,,mechanical - heater,ITM-009927,Heater,OC-015158,,0019s000004PmkJ,Service Provider,1/06/2025,"Unit 9, 25 Conquest Way",Hallam,VIC,3803,,
,,mechanical - heater,ITM-009927,Heater,OC-008513,,0019s000004aBm6,Manufacturer,1/06/2025,109-111 Northcorp Boulevard,Broadmeadows,VIC,3047,,
,,mechanical - heater,ITM-009927,Heater,OC-008509,,0019s000004aBm6,Manufacturer,1/06/2025,109-111 Northcorp Boulevard,Broadmeadows,VIC,3047,,
,,mechanical - heater,ITM-009927,Heater,OC-015064,,0019s000004aBm6,Manufacturer,1/06/2025,109-111 Northcorp Boulevard,Broadmeadows,VIC,3047,,
,,mechanical - heater,ITM-009927,Heater,OC-015060,,0019s000004aBm6,Manufacturer,1/06/2025,109-111 Northcorp Boulevard,Broadmeadows,VIC,3047,,
,,mechanical - heater,ITM-009927,Heater,OC-015141,,0019s000005CKSR,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,mechanical - heater,ITM-009927,Heater,OC-015037,,0019s000005FJsb,Item Supplier,1/06/2025,22 Hargreaves St,Huntingdale,VIC,3166,,
,,mechanical - heater,ITM-009927,Heater,OC-015028,,0019s000005J1AW,Item Supplier,1/06/2025,6-10 Souffi Place,DANDENONG SOUTH,VIC,3175,,
,,mechanical - heater,ITM-009927,Heater,OC-015113,,0019s000005wCep,Service Provider,1/06/2025,1 Chifley Drive,Moorabbin Airport,VIC ,3194,,
,,mechanical - heater,ITM-009927,Heater,OC-015089,,0019s0000061Rmf,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
,,mechanical - heater,ITM-009927,Heater,OC-015152,,0019s000006mDhp,Service Provider,1/06/2025,108 Pruen Road,BERRIMAH,NT,828,,
,,mechanical - heater,ITM-009927,Heater,OC-015016,,0019s000006zuVO,Item Supplier,1/06/2025,#N/A,#N/A,#N/A,#N/A,,
